Score,Avg,Highscore,Life
-503,-3.5422535211267605,0,0
-39,-0.23493975903614459,0,1
-167,-0.7952380952380952,0,2
-500,-1.5060240963855422,0,3
-502,-1.0590717299578059,0,4
-505,-0.7605421686746988,0,5
-442,-0.5121668597914253,0,6
-509,-0.5074775672981057,0,7
-502,-0.4718045112781955,0,8
-503,-0.4467140319715808,0,9
-502,-0.38496932515337423,0,10
-501,-0.3601725377426312,0,11
-442,-0.2779874213836478,0,12
-370,-0.2068194522079374,0,13
-504,-0.26073460941541643,0,14
-504,-0.2536487166582788,0,15
-502,-0.24619911721432075,0,16
-504,-0.2408026755852843,0,17
-502,-0.23403263403263402,0,18
-504,-0.2291950886766712,0,19
-504,-0.2237017310252996,0,20
-505,-0.2188041594454073,0,21
-503,-0.21304531977975436,0,22
-505,-0.20902317880794702,0,23
-503,-0.20372620494127178,0,24
-502,-0.19912733042443476,0,25
-503,-0.19541569541569542,0,26
-502,-0.19116527037319117,0,27
-501,-0.18714979454613373,0,28
-502,-0.18395016489556615,0,29
-501,-0.1802158273381295,0,30
-500,-0.17667844522968199,0,31
-502,-0.17418459403192227,0,32
-501,-0.1708148653256052,0,33
-352,-0.1123882503192848,0,34
-208,-0.06244371059741819,0,35
-500,-0.14367816091954022,0,36
-502,-0.1417678621858232,0,37
-503,-0.13960588398556759,0,38
-501,-0.13711001642036125,0,39
-500,-0.13498920086393087,0,40
-501,-0.13342210386151798,0,41
-500,-0.1295672454003628,0,42
-199,-0.049038935436175456,0,43
-199,-0.04674653511862814,0,44
-208,-0.0466786355475763,0,45
-199,-0.04274973147153598,0,46
-199,-0.04099711578079934,0,47
-199,-0.03938254502275876,0,48
-199,-0.03789032749428789,0,49
-199,-0.036507062924234085,0,50
-208,-0.036814159292035395,0,51
-199,-0.034022909899128054,0,52
-199,-0.03290343915343916,0,53
-199,-0.03185529053945894,0,54
-199,-0.03087185851690971,0,55
-199,-0.02994732881866065,0,56
-199,-0.02907656341320865,0,57
-199,-0.028255004969473235,0,58
-199,-0.02747859707263187,0,59
-199,-0.02674371724230614,0,60
-199,-0.026047120418848168,0,61
-199,-0.025385891057532847,0,62
-199,-0.02475740233889027,0,63
-199,-0.024159281291732428,0,64
-199,-0.023589378852536747,0,65
-208,-0.024088013896931094,0,66
-199,-0.02252660176590446,0,67
-199,-0.02203033322262814,0,68
-199,-0.021555459272097052,0,69
-199,-0.021100625596437283,0,70
-199,-0.02066458982346833,0,71
-199,-0.020246210194322923,0,72
-199,-0.01984443558037495,0,73
-199,-0.01945829666568886,0,74
-199,-0.019086898139267217,0,75
-199,-0.018729411764705883,0,76
-199,-0.01838507021433851,0,77
-199,-0.018053161571260093,0,78
-199,-0.017733024416325075,0,79
-199,-0.01742404342877156,0,80
-199,-0.01712564543889845,0,81
-199,-0.016837295879516035,0,82
-199,-0.01655849558994841,0,83
-199,-0.016288777932389295,0,84
-199,-0.01602770618556701,0,85
-199,-0.015774871185097107,0,86
-199,-0.015529889183705322,0,87
-199,-0.015292399907784523,0,88
-199,-0.015062064789585225,0,89
-199,-0.01483856535679666,0,90
-199,-0.014621601763409257,0,91
-199,-0.014410891447606633,0,92
-199,-0.014206167904054826,0,93
-199,-0.01400717955937214,0,94
-199,-0.013813688740802443,0,95
-199,-0.013625470729202328,0,96
-199,-0.013442312888408537,0,97
-199,-0.013264013863893889,0,98
-199,-0.013090382844362584,0,99
-199,-0.01292123888059217,0,100
-199,-0.012756410256410257,0,101
-199,-0.012595733907209318,0,102
-199,-0.012439054881860232,0,103
-199,-0.012286225844292153,0,104
-199,-0.012137106611368626,0,105
-199,-0.011991563724013258,0,106
-199,-0.011849470048826962,0,107
-199,-0.011710704407697286,0,108
-199,-0.01157515123313169,0,109
-199,-0.011442700247254326,0,110
-199,-0.011313246162592381,0,111
-199,-0.01118668840294564,0,112
-199,-0.011062930842784079,0,113
-199,-0.01094188156375433,0,114
-199,-0.010823452626998803,0,115
-199,-0.010707559860102233,0,116
-199,-0.01059412265758092,0,117
-199,-0.010483063793920876,0,118
-199,-0.01037430924825357,0,119
-199,-0.010267788039832826,0,120
-199,-0.010163432073544433,0,121
-199,-0.010061175994741899,0,122
-199,-0.009960957052758034,0,123
-199,-0.009862714972493433,0,124
-199,-0.009766391833529642,0,125
-199,-0.009671931956257594,0,126
-199,-0.00957928179455088,0,127
-199,-0.009488389834549183,0,128
-199,-0.00939920649914982,0,129
-199,-0.009311684057835385,0,130
-199,-0.009225776541492814,0,131
-199,-0.009141439661904543,0,132
-199,-0.00905863073561544,0,133
-199,-0.008977308611900573,0,134
-199,-0.008897433604578378,0,135
-199,-0.008818967427431863,0,136
-199,-0.008741873133017044,0,137
-199,-0.008666115054653138,0,138
-199,-0.00859165875140316,0,139
-199,-0.008518470955866615,0,140
-199,-0.008446519524617996,0,141
-199,-0.008375773391135991,0,142
-199,-0.008306202521078554,0,143
-199,-0.008237777869768597,0,144
-199,-0.008170471341763836,0,145
