Score,Avg,Highscore,Life
-504,-4.710280373831775,0,0
-501,-2.0201612903225805,0,1
-507,-1.1763341067285382,0,2
-487,-0.773015873015873,0,3
-500,-0.6134969325153374,0,4
-442,-0.4358974358974359,0,5
-370,-0.30502885408079145,0,6
-361,-0.2556657223796034,0,7
-334,-0.20732464307883303,0,8
-307,-0.1696132596685083,0,9
-280,-0.13937282229965156,0,10
-253,-0.11458333333333333,0,11
-289,-0.12006647278770254,0,12
-262,-0.10053722179585571,0,13
-226,-0.08057040998217468,0,14
-226,-0.07523302263648468,0,15
-208,-0.06493911957539807,0,16
-217,-0.06378600823045268,0,17
-208,-0.05776173285198556,0,18
-217,-0.057105263157894735,0,19
-226,-0.056514128532133036,0,20
-208,-0.04954740352548833,0,21
-500,-0.11745360582569885,0,22
-208,-0.0466786355475763,0,23
-208,-0.04468313641245972,0,24
-504,-0.10621707060063225,0,25
-500,-0.10427528675703858,0,26
-501,-0.10338423442014032,0,27
-502,-0.10249081257656187,0,28
-501,-0.10123257223681552,0,29
-501,-0.09930624380574826,0,30
-235,-0.04481311975591152,0,31
-199,-0.0365607201910711,0,32
-199,-0.03527118043247075,0,33
-500,-0.08567511994516792,0,34
-501,-0.08510276881263802,0,35
-503,-0.08468013468013467,0,36
-501,-0.08362543815723586,0,37
-500,-0.08276775368316504,0,38
-503,-0.08254020347883163,0,39
-500,-0.08138020833333333,0,40
-500,-0.08072328059412334,0,41
-500,-0.0800768737988469,0,42
-500,-0.07944073721004132,0,43
-500,-0.07881462799495587,0,44
-244,-0.037291762188598504,0,45
-199,-0.029516463957282704,0,46
-199,-0.02867022042933295,0,47
-199,-0.027871148459383755,0,48
-199,-0.02711541081891266,0,49
-500,-0.06677350427350427,0,50
-500,-0.06633059166887768,0,51
-500,-0.06589351607801792,0,52
-502,-0.0644912641315519,0,53
-500,-0.06382435537401072,0,54
-500,-0.06341958396752917,0,55
-334,-0.041321291599653594,0,56
-199,-0.024028012557353297,0,57
-199,-0.023464214125692724,0,58
-199,-0.02292626728110599,0,59
-199,-0.02241243383263881,0,60
-199,-0.0219211280017625,0,61
-199,-0.02145090007545543,0,62
-199,-0.02100042211903757,0,63
-199,-0.020568475452196384,0,64
-199,-0.02015393963945716,0,65
-199,-0.019755782785664647,0,66
-199,-0.019373052959501556,0,67
-199,-0.019004870594976603,0,68
-199,-0.018650421743205248,0,69
-199,-0.018308952065507405,0,70
-199,-0.01797976147452114,0,71
-199,-0.017662199343214696,0,72
-199,-0.01735566021280307,0,73
-199,-0.017059579939991427,0,74
-199,-0.01677343223196224,0,75
-199,-0.016496725524330597,0,76
-199,-0.01622900016310553,0,77
-199,-0.01596982585667282,0,78
-199,-0.015718799368088468,0,79
-199,-0.015475542421650206,0,80
-199,-0.015239699800888344,0,81
-199,-0.015010937617862262,0,82
-199,-0.014788941736028537,0,83
-199,-0.01457341633101428,0,84
-199,-0.014364082575429479,0,85
-199,-0.014160677435423041,0,86
-199,-0.013962952568060624,0,87
-199,-0.01377067330980555,0,88
-199,-0.013583617747440274,0,89
-199,-0.013401575863694525,0,90
-199,-0.01322434875066454,0,91
-199,-0.013051747884829802,0,92
-199,-0.012883594458112133,0,93
-199,-0.012719718759987217,0,94
-199,-0.01255995960616006,0,95
-199,-0.012404163809761266,0,96
-199,-0.012252185691417313,0,97
-199,-0.012103886624901162,0,98
-199,-0.011959134615384615,0,99
-199,-0.011817803907595462,0,100
-199,-0.01167977462143444,0,101
-199,-0.011544932412832859,0,102
-199,-0.011413168157834365,0,103
-199,-0.011284377658066346,0,104
-199,-0.011158461365930246,0,105
-199,-0.011035324127987578,0,106
-199,-0.010914874945151382,0,107
-199,-0.010797026748413,0,108
-199,-0.010681696188942566,0,109
-199,-0.010568803441499814,0,110
-199,-0.010458272020180787,0,111
-199,-0.0103500286056067,0,112
-199,-0.01024400288273448,0,113
-199,-0.010140127388535031,0,114
-199,-0.010038337368845844,0,115
-199,-0.009938570643759677,0,116
-199,-0.00984076748096133,0,117
-199,-0.0097448704764703,0,118
-199,-0.00965082444228904,0,119
-199,-0.009558576300494741,0,120
-199,-0.009468074983347606,0,121
-199,-0.009379271339020596,0,122
-199,-0.009292118042584983,0,123
-199,-0.009206569511913024,0,124
-199,-0.009122581828183735,0,125
-199,-0.009040112660700496,0,126
-199,-0.008959121195750045,0,127
-199,-0.008879568069251706,0,128
-199,-0.00880141530296329,0,129
-199,-0.00872462624402648,0,130
-199,-0.008649165507649513,0,131
-199,-0.008574998922738828,0,132
-199,-0.008502093480304196,0,133
-199,-0.008430417284473628,0,134
-199,-0.008359939505965384,0,135
-199,-0.008290630337874432,0,136
-199,-0.008222460953640195,0,137
-199,-0.008155403467071021,0,138
-199,-0.008089430894308943,0,139
-199,-0.008024517117625711,0,140
-199,-0.007960636850948076,0,141
-199,-0.007897765607016709,0,142
-199,-0.007835879666089148,0,143
-199,-0.007774956046102755,0,144
-199,-0.0077149724742188105,0,145
-199,-0.007655907359673759,0,146
-199,-0.007597739767868051,0,147
-199,-0.007540449395627297,0,148
-199,-0.007484016547574276,0,149
-199,-0.00742842211355407,0,150
-199,-0.0073736475470579516,0,151
-199,-0.007319674844594843,0,152
-199,-0.0072664865259621705,0,153
-199,-0.007214065615370672,0,154
-199,-0.007162395623380363,0,155
-199,-0.007111460529607262,0,156
-199,-0.007061244766162799,0,157
-199,-0.00701173320178993,0,158
-199,-0.006962911126662002,0,159
-199,-0.006914764237812294,0,160
-199,-0.006867278625163917,0,161
-199,-0.0068204407581314045,0,162
-199,-0.0067742374727668845,0,163
-199,-0.00672865595942519,0,164
-199,-0.006683683750923625,0,165
-199,-0.006639308711173389,0,166
-199,-0.006595519024260904,0,167
-199,-0.006552303183958381,0,168
-199,-0.006509649983644095,0,169
-199,-0.0064675485066138,0,170
-199,-0.006425988116765694,0,171
-199,-0.00638495844964225,0,172
-199,-0.006344449403813046,0,173
-199,-0.006304451132583558,0,174
-199,-0.0062649540360156155,0,175
-199,-0.006225948753245941,0,176
-199,-0.006187426155089858,0,177
-199,-0.006149377336917895,0,178
-199,-0.006111793611793612,0,179
-199,-0.006074666503861534,0,180
-199,-0.006037987741974634,0,181
-199,-0.0060017492535512865,0,182
-199,-0.005965943158652116,0,183
-199,-0.0059305617642676205,0,184
-199,-0.005895597558807845,0,185
-199,-0.005861043206785851,0,186
-199,-0.005826891543687046,0,187
-199,-0.005793135571016856,0,188
-199,-0.005759768451519537,0,189
-199,-0.0057267835045612826,0,190
-199,-0.005694174201671054,0,191
-199,-0.005661934162232907,0,192
-199,-0.0056300571493238276,0,193
-199,-0.0055985370656913775,0,194
-199,-0.005567367949865711,0,195
-199,-0.0055365439724007455,0,196
-199,-0.0055060594322395,0,197
-199,-0.005475908753198866,0,198
-199,-0.005446086480569239,0,199
-199,-0.005416587277824655,0,200
-199,-0.005387405923439277,0,201
-199,-0.005358537307806231,0,202
-199,-0.005329976430254982,0,203
-199,-0.005301718396163581,0,204
-199,-0.005273758414162294,0,205
-199,-0.00524609179342525,0,206
-199,-0.0052187139410468895,0,207
-199,-0.005191620359500143,0,208
-199,-0.005164806644173371,0,209
-199,-0.0051382684809832425,0,210
-199,-0.00511200164406083,0,211
-199,-0.005086001993508319,0,212
