Score,Avg,Highscore,Life
-501,-4.10655737704918,0,0
-500,-1.7857142857142858,0,1
-507,-1.1393258426966293,0,2
-487,-0.7562111801242236,0,3
-460,-0.5456702253855279,0,4
-379,-0.3637236084452975,0,5
-361,-0.2908944399677679,0,6
-325,-0.22569444444444445,0,7
-316,-0.19280048810250153,0,8
-253,-0.13764961915125137,0,9
-280,-0.13745704467353953,0,10
-244,-0.10912343470483005,0,11
-226,-0.09281314168377823,0,12
-235,-0.08921791951404708,0,13
-253,-0.08930462407342041,0,14
-478,-0.15765171503957784,0,15
-504,-0.16331821127673363,0,16
-501,-0.15970672617150145,0,17
-502,-0.15741611790529947,0,18
-501,-0.15462962962962962,0,19
-502,-0.15249088699878494,0,20
-501,-0.149865390367933,0,21
-501,-0.14761343547436653,0,22
-501,-0.14542815674891146,0,23
-501,-0.1433066361556064,0,24
-500,-0.1410039481105471,0,25
-500,-0.13904338153503892,0,26
-500,-0.13713658804168952,0,27
-500,-0.13528138528138528,0,28
-501,-0.13370696557245795,0,29
-502,-0.13214003685180312,0,30
-502,-0.1303557517527915,0,31
-500,-0.1281722635221738,0,32
-502,-0.12699215785479384,0,33
-500,-0.12490632025980515,0,34
-501,-0.1235816477553034,0,35
-500,-0.12051096649795132,0,36
-509,-0.11867568197715085,0,37
-503,-0.11584523261169968,0,38
-253,-0.05571460030830214,0,39
-208,-0.04388185654008439,0,40
-199,-0.04029155699534319,0,41
-208,-0.04048267808485792,0,42
-199,-0.037286865280119916,0,43
-199,-0.035946531791907516,0,44
-208,-0.036268526591107235,0,45
-199,-0.0335355578024941,0,46
-199,-0.03244741562041415,0,47
-199,-0.03142766898294378,0,48
-199,-0.03047006583984076,0,49
-199,-0.029569093610698365,0,50
-199,-0.028719872997546542,0,51
-199,-0.027918069584736253,0,52
-199,-0.02715981984441108,0,53
-199,-0.0264416688812118,0,54
-199,-0.02576051779935275,0,55
-199,-0.025113579000504795,0,56
-199,-0.02449833805244368,0,57
-199,-0.023912521028598893,0,58
-199,-0.023354066424128624,0,59
-199,-0.022821100917431194,0,60
-199,-0.02231191837649961,0,61
-199,-0.02182496161438912,0,62
-199,-0.021358806482773426,0,63
-199,-0.02091214796132829,0,64
-199,-0.020483787956767883,0,65
-199,-0.020072624571313296,0,66
-199,-0.01967764263818847,0,67
-199,-0.01929790535298681,0,68
-199,-0.018932546855675008,0,69
