Score,Avg,Highscore,Life
-500,-4.464285714285714,0,0
-272,-1.3140096618357489,0,1
-500,-1.440922190201729,0,2
-504,-1.2028639618138426,0,3
-469,-0.7588996763754046,0,4
-507,-0.6329588014981273,0,5
-500,-0.5025125628140703,0,6
-370,-0.3098827470686767,0,7
-334,-0.239770279971285,0,8
-343,-0.21545226130653267,0,9
-289,-0.16136236739251814,0,10
-316,-0.15879396984924624,0,11
-235,-0.10735495660118775,0,12
-271,-0.11348408710217756,0,13
-262,-0.10127560881329725,0,14
-235,-0.08435032304379038,0,15
-208,-0.06968174204355108,0,16
-208,-0.06532663316582915,0,17
-217,-0.06414425066509016,0,18
-217,-0.06058068118369626,0,19
-226,-0.05977254694525258,0,20
-208,-0.05226130653266332,0,21
-244,-0.05838717396506341,0,22
-217,-0.04956601187756967,0,23
-208,-0.04544461437622897,0,24
-208,-0.04355108877721943,0,25
-199,-0.04,0,26
-208,-0.04020100502512563,0,27
-199,-0.037037037037037035,0,28
-199,-0.03571428571428571,0,29
-199,-0.034482758620689655,0,30
-199,-0.03333333333333333,0,31
-199,-0.03225806451612903,0,32
-199,-0.03125,0,33
-361,-0.054971828841175574,0,34
-500,-0.0755629439322956,0,35
-500,-0.07499625018749062,0,36
-487,-0.07092921642877949,0,37
-199,-0.02816702052370842,0,38
-199,-0.02739537444933921,0,39
-199,-0.02666488007503685,0,40
-199,-0.025972330984077266,0,41
-199,-0.025314845439511513,0,42
-199,-0.024689826302729527,0,43
-199,-0.02409492674657949,0,44
-199,-0.02352802080870182,0,45
-199,-0.022987178006237726,0,46
-208,-0.023486901535682024,0,47
-199,-0.021976808393152955,0,48
-199,-0.021504214393775666,0,49
-199,-0.021051518036602136,0,50
-199,-0.020617488603398258,0,51
-507,-0.051787538304392235,0,52
-280,-0.02803083391730904,0,53
-501,-0.049677739216658405,0,54
-500,-0.0493339911198816,0,55
-500,-0.049091801669121256,0,56
-500,-0.048851978505129456,0,57
-500,-0.04861448711716091,0,58
-500,-0.04837929366231253,0,59
-500,-0.04814636494944632,0,60
-502,-0.04809811248443039,0,61
-500,-0.047678077619910365,0,62
-289,-0.027044731424293467,0,63
-199,-0.018282039503904456,0,64
-199,-0.017953807289787082,0,65
-199,-0.017637153239386687,0,66
-199,-0.017331475352726007,0,67
-199,-0.01703621265302628,0,68
-199,-0.016750841750841752,0,69
-199,-0.01647487374782681,0,70
-199,-0.016207851441602868,0,71
-199,-0.01594934679810852,0,72
-199,-0.0156989586620385,0,73
-199,-0.01545631067961165,0,74
-199,-0.015221049411044822,0,75
-199,-0.014992842612823024,0,76
-199,-0.014771377672209027,0,77
-199,-0.014556360178479994,0,78
-199,-0.014347512617159337,0,79
-199,-0.014144573175065747,0,80
-199,-0.013947294645360247,0,81
-199,-0.013755443422962605,0,82
-199,-0.013568798581753716,0,83
-199,-0.013387151025899765,0,84
-199,-0.013210302708443972,0,85
-199,-0.013038065911026665,0,86
-199,-0.01287026257922649,0,87
-199,-0.012706723708575443,0,88
-199,-0.012547288776796974,0,89
-199,-0.012391805218257675,0,90
-199,-0.012240127937015623,0,91
-199,-0.012092118855198395,0,92
-199,-0.011947646493756004,0,93
-199,-0.011806585582913082,0,94
-199,-0.011668816699894453,0,95
-199,-0.01153422593172202,0,96
-199,-0.011402704561081825,0,97
-199,-0.011274148773440597,0,98
-199,-0.0111484593837535,0,99
-199,-0.011025541581251038,0,100
-199,-0.010905304690925034,0,101
-199,-0.010787661950452648,0,102
-199,-0.010672530301405128,0,103
-199,-0.010559830193685327,0,104
-199,-0.010449485402226424,0,105
-199,-0.010341422855064179,0,106
-199,-0.010235572471967904,0,107
-199,-0.010131867012881218,0,108
-199,-0.010030241935483871,0,109
-199,-0.009930635261240581,0,110
-199,-0.009832987449352702,0,111
-199,-0.009737241278074082,0,112
-199,-0.009643341732893971,0,113
-199,-0.00955123590112791,0,114
-199,-0.009460872872492155,0,115
-199,-0.009372203645269157,0,116
-199,-0.009285181037700634,0,117
-199,-0.009199759604271647,0,118
-199,-0.009115895556573522,0,119
-199,-0.009033546688456125,0,120
-199,-0.008952672305200648,0,121
-199,-0.00887323315646319,0,122
-199,-0.008795191372757005,0,123
-199,-0.008718510405257392,0,124
