Score,Avg,Highscore,Life
-505,-5.101010101010101,0,0
-507,-2.315068493150685,0,1
-507,-1.4955752212389382,0,2
-506,-1.1269487750556793,0,3
-502,-0.8655172413793103,0,4
-504,-0.6961325966850829,0,5
-503,-0.5742009132420092,0,6
-505,-0.4990118577075099,0,7
-500,-0.4374453193350831,0,8
-506,-0.3904320987654321,0,9
-500,-0.34223134839151265,0,10
-503,-0.31184128952262863,0,11
-505,-0.2887364208118925,0,12
-500,-0.2573340195573855,0,13
-503,-0.2390684410646388,0,14
-500,-0.2175805047867711,0,15
-501,-0.2009626955475331,0,16
-508,-0.18912881608339538,0,17
-501,-0.17444289693593315,0,18
-500,-0.16307893020221786,0,19
-442,-0.13537519142419602,0,20
-500,-0.14455044810638912,0,21
-501,-0.1374485596707819,0,22
-424,-0.11030176899063475,0,23
-469,-0.11600296809300024,0,24
-509,-0.12064470253614601,0,25
-433,-0.09800814848347669,0,26
-442,-0.09573316006064544,0,27
-503,-0.10450862248078122,0,28
-423,-0.0843974461292897,0,29
-502,-0.09633467664555748,0,30
-447,-0.08262476894639556,0,31
-370,-0.0659654127295418,0,32
-307,-0.052858126721763085,0,33
-361,-0.06009655402030964,0,34
-500,-0.08056719303899453,0,35
-457,-0.07135050741608119,0,36
-501,-0.07611668185961713,0,37
-503,-0.07421068161699616,0,38
-343,-0.04916153074387272,0,39
-343,-0.047798216276477144,0,40
-361,-0.04894915254237288,0,41
-298,-0.039345128069712174,0,42
-307,-0.03949569020970024,0,43
-316,-0.03963873557451079,0,44
-280,-0.03426753151389059,0,45
-226,-0.027001194743130227,0,46
-271,-0.0316256272610573,0,47
-307,-0.03501368613138686,0,48
-262,-0.02921824467491915,0,49
-253,-0.02760200741872136,0,50
-271,-0.028937533368926856,0,51
-253,-0.02645336679213718,0,52
-280,-0.02867970910580764,0,53
-271,-0.027203372816703472,0,54
-336,-0.033067611455565395,0,55
-244,-0.023552123552123553,0,56
-253,-0.023960602329766077,0,57
-253,-0.023517382413087935,0,58
