Score,Avg,Highscore,Life
-500,-3.597122302158273,0,0
-502,-1.7864768683274022,0,1
-500,-1.2195121951219512,0,2
-503,-0.9280442804428044,0,3
-500,-0.7440476190476191,0,4
-293,-0.38501971090670173,0,5
-508,-0.5588558855885588,0,6
-504,-0.4666666666666667,0,7
-503,-0.4089430894308943,0,8
-504,-0.36977256052824653,0,9
-509,-0.33664021164021163,0,10
-500,-0.2946375957572186,0,11
-505,-0.271505376344086,0,12
-500,-0.24582104228121926,0,13
-489,-0.21898790864308107,0,14
-487,-0.2002467105263158,0,15
-508,-0.1936713686618376,0,16
-508,-0.18188327962764053,0,17
-509,-0.17143819467834287,0,18
-503,-0.160702875399361,0,19
-495,-0.14869330129167918,0,20
-455,-0.12896825396825398,0,21
-460,-0.12342366514623021,0,22
-470,-0.11971472236372899,0,23
-500,-0.12150668286755771,0,24
-501,-0.11640334572490706,0,25
-453,-0.10059960026648901,0,26
-456,-0.0969800085070183,0,27
-352,-0.07182207712711691,0,28
-433,-0.08490196078431372,0,29
-500,-0.0945179584120983,0,30
-453,-0.08252869375113864,0,31
-502,-0.08858302452796894,0,32
-504,-0.086198050282196,0,33
-453,-0.07492557062520674,0,34
-433,-0.06933546837469975,0,35
-352,-0.05462445685909373,0,36
-325,-0.04892367906066536,0,37
-262,-0.038292896813797134,0,38
-334,-0.04743644368697628,0,39
-397,-0.054834254143646406,0,40
-379,-0.050947708025272216,0,41
-502,-0.0659225213394616,0,42
-500,-0.0640450877417702,0,43
-463,-0.05783162628028978,0,44
-298,-0.03631931748933577,0,45
-307,-0.03653022370299857,0,46
-280,-0.03254678600488202,0,47
-334,-0.037945921381504204,0,48
-334,-0.03710698811243195,0,49
-289,-0.03141304347826087,0,50
-271,-0.02883285455899564,0,51
-298,-0.03104813502813086,0,52
-298,-0.030417474737164437,0,53
-262,-0.026210484193677473,0,54
-280,-0.02746444335458558,0,55
-253,-0.02434096594188955,0,56
-262,-0.024733314452940622,0,57
-307,-0.028446997776130467,0,58
-289,-0.02629424074242562,0,59
-253,-0.022609472743521,0,60
-280,-0.024585125998770743,0,61
-226,-0.019502934069727303,0,62
-235,-0.01993721897005175,0,63
-235,-0.019606207241782077,0,64
-235,-0.01928600738613049,0,65
-253,-0.020429586563307494,0,66
-235,-0.018675991416991177,0,67
-262,-0.020497574714442184,0,68
-271,-0.02087666589630999,0,69
-271,-0.020561456752655537,0,70
-271,-0.020255624486134986,0,71
-406,-0.0299013109441744,0,72
-283,-0.02054148218044567,0,73
-271,-0.01939038351459645,0,74
-235,-0.016578483245149912,0,75
-272,-0.018923055516905523,0,76
-361,-0.024771838331160364,0,77
-235,-0.015908475494178176,0,78
-262,-0.017500500968539175,0,79
-235,-0.015491100856954515,0,80
-235,-0.01529051987767584,0,81
-313,-0.020105344295991777,0,82
-235,-0.01490454747256929,0,83
-217,-0.013591381686082926,0,84
-342,-0.021156820290751624,0,85
-257,-0.015705206550965533,0,86
-371,-0.02239932379399867,0,87
-385,-0.022968619496480134,0,88
-217,-0.012794056954189021,0,89
-389,-0.02266899766899767,0,90
-226,-0.013019183132668933,0,91
-235,-0.013384212324866158,0,92
-208,-0.011713690375626513,0,93
-226,-0.012586322120739585,0,94
-235,-0.012944092536491324,0,95
-217,-0.011823035850495805,0,96
-217,-0.011696221635315043,0,97
-244,-0.013011945392491467,0,98
-217,-0.011450583082686929,0,99
-235,-0.01227154046997389,0,100
-235,-0.012145330508036591,0,101
-235,-0.012021690198485778,0,102
-226,-0.011444776421734948,0,103
-235,-0.011781810889401384,0,104
-454,-0.022536609580541076,0,105
-328,-0.016122689736531654,0,106
-217,-0.010563208878936864,0,107
-217,-0.010461864815350497,0,108
-226,-0.010792225777183516,0,109
-235,-0.011116367076631977,0,110
-253,-0.01185622569005108,0,111
-253,-0.01174668028600613,0,112
-253,-0.011639140635782306,0,113
-235,-0.010712983223924144,0,114
-208,-0.009396882764852045,0,115
-244,-0.010925047013521984,0,116
-208,-0.00923090578262992,0,117
-500,-0.022001232068995864,0,118
-450,-0.019629225736095966,0,119
-256,-0.011070749005362394,0,120
-363,-0.015564035501436351,0,121
-321,-0.013646798741603605,0,122
-501,-0.02115262824572514,0,123
-413,-0.017291910902696366,0,124
-392,-0.016277041896773658,0,125
-217,-0.008936660901078988,0,126
-226,-0.009231649033944692,0,127
-217,-0.008792544570502431,0,128
-217,-0.008722215523131958,0,129
-235,-0.009370763218757476,0,130
-226,-0.008940934446334613,0,131
-226,-0.008871094363322342,0,132
-217,-0.008451801363193769,0,133
-217,-0.008386797557393522,0,134
-226,-0.008667970697656579,0,135
-226,-0.00860231425091352,0,136
-235,-0.008877639681160515,0,137
-253,-0.00948631421072366,0,138
-217,-0.008076221668093343,0,139
-262,-0.009679326141569381,0,140
-262,-0.009608684490409653,0,141
-253,-0.009211388625937523,0,142
-235,-0.008494487619736129,0,143
-217,-0.007787826586276199,0,144
-235,-0.008374015607739729,0,145
-208,-0.007359705611775529,0,146
-235,-0.008256912968623732,0,147
-226,-0.007885554780181438,0,148
-226,-0.007831179181537822,0,149
-280,-0.009635900612567968,0,150
-217,-0.0074170284034590014,0,151
-226,-0.00767246061922868,0,152
-235,-0.007924464677120217,0,153
-235,-0.00787164199102298,0,154
-199,-0.006621635111303364,0,155
-235,-0.007768081449160386,0,156
-226,-0.007421759548126498,0,157
-244,-0.00796084828711256,0,158
-253,-0.008201238289733865,0,159
-244,-0.00785879927853646,0,160
-226,-0.007232694338656511,0,161
-199,-0.006328308846912167,0,162
-244,-0.007710538789698214,0,163
-226,-0.007097098354478081,0,164
-217,-0.006772149923540242,0,165
-217,-0.006730351715154147,0,166
-226,-0.006966493018094387,0,167
-208,-0.006372549019607843,0,168
-226,-0.006882060964097567,0,169
-199,-0.0060233670319026576,0,170
-217,-0.006528868429762013,0,171
-235,-0.007028352673764804,0,172
-208,-0.006184034487884644,0,173
-235,-0.0069456759472719745,0,174
-235,-0.006905062733229513,0,175
-226,-0.006602009815377424,0,176
-253,-0.007348029392117568,0,177
-226,-0.006526133410337857,0,178
-199,-0.00571362944672543,0,179
